DL-2-(Hydroxymethyl)oxydiacetic acid,DL-2-(Hydroxymethyl)oxydiacetic acid,
"DL-2,2'-Bis(hydroxymethyl)oxydiacetic acid","DL-2,2'-Bis(hydroxymethyl)oxydiacetic acid",
DL-2-Hydroxymethyl-2'-(methoxy)oxydiacetic acid,DL-2-Hydroxymethyl-2'-(methoxy)oxydiacetic acid,
"DL-2,2'-Bis(hydroxymethyl)-2,2'-di(methoxy)oxydiacetic acid","DL-2,2'-Bis(hydroxymethyl)-2,2'-di(methoxy)oxydiacetic acid",
DL-2-Hydroxymethyl-2'-phosphooxydiacetic acid,DL-2-Hydroxymethyl-2'-phosphooxydiacetic acid,
"Propane-1,2,3-tricarboxylic acid (Tricarballylic acid)",Tricarballylic acid,OC(=O)CC(CC(O)=O)C(O)=O
"Pentane-1,3,5-tricarboxylic acid (gamma-Carboxypimelic acid)",gamma-Carboxypimelic acid,OC(=O)CCC(CCC(O)=O)C(O)=O
3-(Carboxymethyl)pentanedioic acid,3-(Carboxymethyl)pentanedioic acid,OC(=O)CC(CC(O)=O)CC(O)=O
"cis,cis-Cyclohexane-1,3,5-tricarboxylic acid","cis,cis-Cyclohexane-1,3,5-tricarboxylic acid",
"cis-Propene-1,2,3-tricarboxylic acid (cis-Aconitic acid)",cis-Aconitic acid,OC(=O)C\C(=C/C(O)=O)C(O)=O
"trans-Propene-1,2,3-tricarboxylic acid (trans-Aconitic acid)",trans-Aconitic acid,OC(=O)C\C(=C/C(O)=O)C(O)=O
"Benzene-1,2,3-tricarboxylic acid (Hemimellitic acid)",Hemimellitic acid,OC(=O)c1cccc(C(O)=O)c1C(O)=O
"Benzene-1,2,4-tricarboxylic acid (Trimellitic acid)",Trimellitic acid,OC(=O)c1ccc(C(O)=O)c(c1)C(O)=O
"Benzene-1,3,5-tricarboxylic acid (Trimesic acid)",Trimesic acid,OC(=O)c1cc(cc(c1)C(O)=O)C(O)=O
"DL-1-Hydroxypropane-1,2,3-tricarboxylic acid (Isocitric acid)",Isocitric acid,OC(C(CC(O)=O)C(O)=O)C(O)=O
"2-Hydroxypropane-1,2,3-tricarboxylic acid (Citric acid)",Citric acid,OC(=O)CC(O)(CC(O)=O)C(O)=O
DL-2-(Carboxymethoxy)oxydiacetic acid,DL-2-(Carboxymethoxy)oxydiacetic acid,
DL-2-(Carboxymethoxymethyl)oxydiacetic acid,DL-2-(Carboxymethoxymethyl)oxydiacetic acid,
"RR-1-Hydroxypropane-1,2,3-tris(oxyacetic acid)",oxyacetic acid,
"RS-1-Hydroxypropane-1,2,3-tris(oxyacetic acid)",oxyacetic acid,
"DL-1-Oxopropane-1,2,3-tricarboxylic acid","DL-1-Oxopropane-1,2,3-tricarboxylic acid",
(Carboxymethoxy)propanedioic acid,(Carboxymethoxy)propanedioic acid,
DL-(Carboxymethoxy)butanedioic acid,DL-(Carboxymethoxy)butanedioic acid,
"DL-Propane-1,2,3-tris(oxyacetic acid)",oxyacetic acid,
DL-(Carboxymethylthio)butanedioic acid,DL-(Carboxymethylthio)butanedioic acid,
Aerobactin,Aerobactin,
Phosphinotriacetic acid [Tris(carboxymethyl)phosphine],Phosphinotriacetic acid [Tris(carboxymethyl)phosphine],
Phosphinotri-3-propanoic acid [Tris(2-carboxyethyl)phosphine],Phosphinotri-3-propanoic acid [Tris(2-carboxyethyl)phosphine],
As-(4-Carboxyphenyl)arsinodiacetic acid,As-(4-Carboxyphenyl)arsinodiacetic acid,
"Butane-1,2,3,4-tetracarboxylic acid","Butane-1,2,3,4-tetracarboxylic acid",
"Benzene-1,2,4,5-tetracarboxylic acid (Pyromellitic acid)",Pyromellitic acid,
Oxybis(propanedioic acid) (Ditartronic acid),Ditartronic acid,
rac-Oxybis(butanedioic acid),butanedioic acid,
meso-Oxybis(butanedioic acid),butanedioic acid,
"rac-1-Hydroxy-3-oxapentane-1,2,4,5-tetracarboxylic acid (TMS)",TMS,
"rac-2,2'-Bis(carboxymethyloxy)oxydiacetic acid","rac-2,2'-Bis(carboxymethyloxy)oxydiacetic acid",
"meso-2,2'-Bis(carboxymethyloxy)oxydiacetic acid","meso-2,2'-Bis(carboxymethyloxy)oxydiacetic acid",
"rac-2,2'-Bis(carboxymethyloxymethyl)oxydiacetic acid","rac-2,2'-Bis(carboxymethyloxymethyl)oxydiacetic acid",
"rac-Butane-1,2,3,4-tetrakis(oxyacetic acid)",oxyacetic acid,
"meso-Butane-1,2,3,4-tetrakis(oxyacetic acid)",oxyacetic acid,
(Ethanediylidenetetrathio)tetraacetic acid,(Ethanediylidenetetrathio)tetraacetic acid,
"(1,3-Propanediylidenetetrathio)tetraacetic acid","(1,3-Propanediylidenetetrathio)tetraacetic acid",
"(1,4-Butanediylidenetetrathio)tetraacetic acid","(1,4-Butanediylidenetetrathio)tetraacetic acid",
"(1,5-Pentanediylidenetetrathio)tetraacetic acid","(1,5-Pentanediylidenetetrathio)tetraacetic acid",
(Ethanediylidenetetrathio)tetrapropanoic acid,(Ethanediylidenetetrathio)tetrapropanoic acid,
"(1,3-Propanediylidenetetrathio)tetrapropanoic acid","(1,3-Propanediylidenetetrathio)tetrapropanoic acid",
"(1,4-Butanediylidenetetrathio)tetrapropanoic acid","(1,4-Butanediylidenetetrathio)tetrapropanoic acid",
"(1,5-Pentanediylidenetetrathio)tetrapropanoic acid","(1,5-Pentanediylidenetetrathio)tetrapropanoic acid",
"Benzene-1,2-bis[methylbis(thioacetic acid)] [(1,2-Phthalylidenetetrathio)tetraacetic acid]","Benzene-1,2-bis[methylbis(thioacetic acid)] [(1,2-Phthalylidenetetrathio)tetraacetic acid]",
Ethylenediphosphinotetraacetic acid,Ethylenediphosphinotetraacetic acid,
"Benzene-1,2-bis(arsenodiacetic acid)",arsenodiacetic acid,
Benzenepentacarboxylic acid,Benzenepentacarboxylic acid,OC(=O)c1cc(C(O)=O)c(C(O)=O)c(C(O)=O)c1C(O)=O
Benzenehexacarboxylic acid (Mellitic acid),Mellitic acid,OC(=O)c1c(C(O)=O)c(C(O)=O)c(C(O)=O)c(C(O)=O)c1C(O)=O
"rac-3,6-Dioxaoctane-1,2,4,5,7,8-hexacarboxylic acid (TDS)",TDS,CCCCCCCCCCCCCC1=C(C)C(=O)c2c(OC)cc(OC)c(O)c2O1
Phenylboronic acid,Phenylboronic acid,OB(O)c1ccccc1
3-Nitrophenylboronic acid,3-Nitrophenylboronic acid,OB(O)c1cccc(c1)[N+]([O-])=O
Methylphosphonic acid,Methylphosphonic acid,C[P](O)(O)=O
Ethylphosphonic acid,Ethylphosphonic acid,CC[P](O)(O)=O
3-Methylbutylphosphonic acid,3-Methylbutylphosphonic acid,CC(C)CC[P](O)(O)=O
2-Methyl-2-propylphosphonic acid,2-Methyl-2-propylphosphonic acid,CC(C)(C)[P](O)(O)=O
Decylphosphonic acid,Decylphosphonic acid,CCCCCCCCCC[P](O)(O)=O
Cyclohexylphosphonic acid,Cyclohexylphosphonic acid,O[P](O)(=O)C1CCCCC1
Phenylphosphonic acid,Phenylphosphonic acid,O[P](O)(=O)c1ccccc1
2-Methylphenylphosphonic acid,2-Methylphenylphosphonic acid,Cc1ccccc1[P](O)(O)=O
3-Methylphenylphosphonic acid,3-Methylphenylphosphonic acid,Cc1cccc(c1)[P](O)(O)=O
4-Methylphenylphosphonic acid,4-Methylphenylphosphonic acid,Cc1ccc(cc1)[P](O)(O)=O
"3,4-Dimethylphenylphosphonic acid","3,4-Dimethylphenylphosphonic acid",Cc1ccc(cc1C)[P](O)(O)=O
3-Nitrophenylphosphonic acid,3-Nitrophenylphosphonic acid,O[P](O)(=O)c1cccc(c1)[N+]([O-])=O
4-Nitrophenylphosphonic acid,4-Nitrophenylphosphonic acid,O[P](O)(=O)c1ccc(cc1)[N+]([O-])=O
Chloromethylphosphonic acid,Chloromethylphosphonic acid,O[P](O)(=O)CCl
Dichloromethylphosphonic acid,Dichloromethylphosphonic acid,O[P](O)(=O)C(Cl)Cl
Trichloromethylphosphonic acid,Trichloromethylphosphonic acid,O[P](O)(=O)C(Cl)(Cl)Cl
Bromomethylphosphonic acid,Bromomethylphosphonic acid,O[P](O)(=O)CBr
Dibromomethylphosphonic acid,Dibromomethylphosphonic acid,O[P](O)(=O)C(Br)Br
2-Bromoethylphosphonic acid,2-Bromoethylphosphonic acid,O[P](O)(=O)CCBr
Iodomethylphosphonic acid,Iodomethylphosphonic acid,O[P](O)(=O)CI
3-Hydroxyphenylphosphonic acid,3-Hydroxyphenylphosphonic acid,Oc1cccc(c1)[P](O)(O)=O
4-Hydroxyphenylphosphonic acid,4-Hydroxyphenylphosphonic acid,Oc1ccc(cc1)[P](O)(O)=O
Hydroxymethylphosphonic acid,Hydroxymethylphosphonic acid,OC[P](O)(O)=O
Ethoxymethylphosphonic acid,Ethoxymethylphosphonic acid,CCOC[P](O)(O)=O
2-Methoxyphenylphosphonic acid,2-Methoxyphenylphosphonic acid,COc1ccccc1[P](O)(O)=O
4-Methoxyphenylphosphonic acid,4-Methoxyphenylphosphonic acid,COc1ccc(cc1)[P](O)(O)=O
Ethylthiomethylphosphonic acid,Ethylthiomethylphosphonic acid,CCSC[P](O)(O)=O
Methylenediphosphonic acid,Methylenediphosphonic acid,O[P](O)(=O)C[P](O)(O)=O
"Ethane-1,1-diphosphonic acid","Ethane-1,1-diphosphonic acid",CC([P](O)(O)=O)[P](O)(O)=O
"Propane-2,2-diphosphonic acid","Propane-2,2-diphosphonic acid",CC(C)([P](O)(O)=O)[P](O)(O)=O
Ethylenediphosphonic acid,Ethylenediphosphonic acid,O[P](O)(=O)CC[P](O)(O)=O
"Propane-1,2-diphosphonic acid","Propane-1,2-diphosphonic acid",CC(C[P](O)(O)=O)[P](O)(O)=O
Trimethylenediphosphonic acid,Trimethylenediphosphonic acid,O[P](O)(=O)CCC[P](O)(O)=O
Tetramethylenediphosphonic acid,Tetramethylenediphosphonic acid,O[P](O)(=O)CCCC[P](O)(O)=O
Hexamethylenediphosphonic acid,Hexamethylenediphosphonic acid,O[P](O)(=O)CCCCCC[P](O)(O)=O
Decamethylenediphosphonic acid,Decamethylenediphosphonic acid,O[P](O)(=O)CCCCCCCCCC[P](O)(O)=O
"Ethene-1,1-diphosphonic acid (Vinylidenediphosphonic acid)",Vinylidenediphosphonic acid,O[P](O)(=O)C(=C)[P](O)(O)=O
Difluoromethylenediphosphonic acid,Difluoromethylenediphosphonic acid,O[P](O)(=O)C(F)(F)[P](O)(O)=O
Tetrafluoroethylenediphosphonic acid,Tetrafluoroethylenediphosphonic acid,FO[P](=O)(CC[P](=O)(OF)OF)OF
Dichloromethylenediphosphonic acid (Clodronic acid),Clodronic acid,O[P](O)(=O)C(Cl)(Cl)[P](O)(O)=O
4-Chlorophenylmethylenediphosphonic acid,4-Chlorophenylmethylenediphosphonic acid,O[P](O)(=O)C(c1ccc(Cl)cc1)[P](O)(O)=O
"DL-2,3-Dicarboxypropane-1,1-diphosphonic acid","DL-2,3-Dicarboxypropane-1,1-diphosphonic acid",
Hydroxymethylenediphosphonic acid,Hydroxymethylenediphosphonic acid,OC([P](O)(O)=O)[P](O)(O)=O
"1-Hydroxyethane-1,1-diphosphonic acid (Etidronic acid)",Etidronic acid,CC(O)([P](O)(O)=O)[P](O)(O)=O
"1,2-Dihydroxyethane-1,1-diphosphonic acid","1,2-Dihydroxyethane-1,1-diphosphonic acid",OCC(O)([P](O)(O)=O)[P](O)(O)=O
Oxomethanediphosphonic acid,Oxomethanediphosphonic acid,O[P](O)(=O)C(=O)[P](O)(O)=O
"Benzo-1,3-dioxole-2,2-diphosphonic acid [(1,2-Phenylenedioxy)methylenediphosphonic acid]","Benzo-1,3-dioxole-2,2-diphosphonic acid [(1,2-Phenylenedioxy)methylenediphosphonic acid]",
"2-Oxoazolidine-5,5-diphosphonic acid (Pyrrolidone-5,5-diphosphonic acid)","Pyrrolidone-5,5-diphosphonic acid",O[P](O)(=O)C1(CCC(=O)N1)[P](O)(O)=O
L-1-(Phosphonoacetylamino)-3-methylbutylphosphonic acid,L-1-(Phosphonoacetylamino)-3-methylbutylphosphonic acid,
L-(Phosphonoacetylamino)(cyclopropyl)methylphosphonic acid,L-(Phosphonoacetylamino)(cyclopropyl)methylphosphonic acid,
Oxophosphinotris(methylenephosphonic acid) [Tris(dihydroxyphosphonylmethyl)phosphine oxide],Oxophosphinotris(methylenephosphonic acid) [Tris(dihydroxyphosphonylmethyl)phosphine oxide],
Phosphoric acid methyl ester (Methyl phosphate),Methyl phosphate,CO[P]([O-])([O-])=O
Phosphoric acid butyl ester (Butyl phosphate),Butyl phosphate,CCCCO[P]([O-])([O-])=O
Phosphoric acid phenyl ester (Phenyl phosphate),Phenyl phosphate,[O-][P]([O-])(=O)Oc1ccccc1
Phosphoric acid 4-nitrophenyl ester (4-Nitrophenyl phosphate),4-Nitrophenyl phosphate,[O-][N+](=O)c1ccc(O[P]([O-])([O-])=O)cc1
Phosphoric acid 1-naphthyl ester (alpha-Naphthyl phosphate),alpha-Naphthyl phosphate,[O-][P]([O-])(=O)Oc1cccc2ccccc12
Phosphoric acid 2-naphthyl ester (beta-Naphthyl phosphate),beta-Naphthyl phosphate,[O-][P]([O-])(=O)Oc1ccc2ccccc2c1
Phosphoric acid 4-nitrophenyl ester (p-Nitrophenyl phosphate),p-Nitrophenyl phosphate,[O-][N+](=O)c1ccc(O[P]([O-])([O-])=O)cc1
"Propane-1,2,3-triol-1-(dihydrogenphosphate) (Glycerol-1-phosphate)",Glycerol-1-phosphate,OCC(O)CO[P](O)(O)=O
"Propane-1,2,3-triol-2-(dihydrogenphosphate) (Glycerol-2-phosphate)",Glycerol-2-phosphate,OCC(CO)O[P](O)(O)=O
D(-)-Ribose-5-dihydrogenphosphate (Ribose-5-phosphate),Ribose-5-phosphate,O[C@H](CO[P](O)(O)=O)[C@@H](O)[C@@H](O)C=O
D(-)-Fructose-1-dihydrogenphosphate (Fructose-1-phosphate),Fructose-1-phosphate,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO[P](O)(O)=O
alpha-D(-)-Glucose-1-dihydrogenphosphate (Glucose-1-phosphate),Glucose-1-phosphate,OC[C@H]1O[C@H](O[P](O)(O)=O)[C@H](O)[C@@H](O)[C@@H]1O
alpha-D(-)-Glucose-6-dihydrogenphosphate (Glucose-6-phosphate),Glucose-6-phosphate,O[C@H](CO[P](O)(O)=O)[C@@H](O)[C@H](O)[C@@H](O)C=O
Phosphoric acid dibutyl ester (Dibutyl phosphate),Dibutyl phosphate,CCCCO[P]([O-])(=O)OCCCC
"D(-)-Fructose-1,6-bis(dihydrogenphosphate) (Fructose-1,6-diphosphate)","Fructose-1,6-diphosphate",OC1C(O)C(O)(CO[P](O)(O)=O)OC1CO[P](O)(O)=O
Diphosphoric acid methyl ester (Methyl diphosphate),Methyl diphosphate,CO[P]([O-])(=O)O[P]([O-])([O-])=O
Diphosphoric acid butyl ester (Butyl diphosphate),Butyl diphosphate,CCCCO[P]([O-])(=O)O[P]([O-])([O-])=O
Diphosphoric acid phenyl ester (Phenyl diphosphate),Phenyl diphosphate,[O-][P]([O-])(=O)O[P]([O-])(=O)Oc1ccccc1
Triphosphoric acid methyl ester (Methyl triphosphate),Methyl triphosphate,CO[P]([O-])(=O)O[P]([O-])(=O)O[P]([O-])([O-])=O
"D-myo-Inositol-1,2,6-tris(dihydrogenphosphate)",dihydrogenphosphate,O[P](O)([O-])=O
"D-myo-Inositol-1,4,5-tris(dihydrogenphosphate)",dihydrogenphosphate,O[P](O)([O-])=O
myo-Inositol-hexa(dihydrogenphosphate) (Phytic acid),Phytic acid,O[P](O)(=O)O[C@H]1[C@H](O[P](O)(O)=O)[C@@H](O[P](O)(O)=O)[C@H](O[P](O)(O)=O)[C@@H](O[P](O)(O)=O)[C@H]1O[P](O)(O)=O
"1-(Glycerylphosphoryl)-myo-inositol-4,5-bis(dihydrogenphosphate)",dihydrogenphosphate,O[P](O)([O-])=O
"Phosphorodithioic acid O,O-dibutyl ester (Dibutyldithiophosphoric acid)",Dibutyldithiophosphoric acid,CCCC[S](CCCC)[P](O)(O)=S
"Phosphorodithioic acid O,O-bis(2-methylpropyl) ester (Diisobutyldithiophosphoric acid)",Diisobutyldithiophosphoric acid,CC(C)C[S](CC(C)C)[P](O)(O)=S
Methylarsonic acid,Methylarsonic acid,C[As](O)(O)=O
Ethylarsonic acid,Ethylarsonic acid,CC[As](O)(O)=O
Propylarsonic acid,Propylarsonic acid,CCC[As](O)(O)=O
Butylarsonic acid,Butylarsonic acid,CCCC[As](O)(O)=O
Pentylarsonic acid,Pentylarsonic acid,CCCCC[As](O)(O)=O
Hexylarsonic acid,Hexylarsonic acid,CCCCCC[As](O)(O)=O
Benzenearsonic acid,Benzenearsonic acid,O[As](O)(=O)c1ccccc1
4-Hydroxybenzenearsonic acid,4-Hydroxybenzenearsonic acid,Oc1ccc(cc1)[As](O)(O)=O
"2',4'-Dihydroxyphenylazobenzenearsonic acid","2',4'-Dihydroxyphenylazobenzenearsonic acid",
2-Methoxybenzenearsonic acid,2-Methoxybenzenearsonic acid,COc1ccccc1[As](O)(O)=O
4-Methoxybenzenearsonic acid,4-Methoxybenzenearsonic acid,COc1ccc(cc1)[As](O)(O)=O
"2,4-Dimethoxybenzenearsonic acid","2,4-Dimethoxybenzenearsonic acid",COc1ccc(c(OC)c1)[As](O)(O)=O
Dimethylarsinic acid (Cacodylic acid),Cacodylic acid,C[As](C)(O)=O
Diethylarsinic acid,Diethylarsinic acid,CC[As](O)(=O)CC
Dipropylarsinic acid,Dipropylarsinic acid,CCC[As](O)(=O)CCC
Dibutylarsinic acid,Dibutylarsinic acid,CCCC[As](O)(=O)CCCC
Dipentylarsinic acid,Dipentylarsinic acid,CCCCC[As](O)(=O)CCCCC
Hydroxybenzene (Phenol),Phenol,Oc1ccccc1
2-Methylphenol (o-Cresol),o-Cresol,Cc1ccccc1O
3-Methylphenol (m-Cresol),m-Cresol,Cc1cccc(O)c1
4-Methylphenol (p-Cresol),p-Cresol,Cc1ccc(O)cc1
3-Ethylphenol,3-Ethylphenol,CCc1cccc(O)c1
2-(Propyl)phenol,2-(Propyl)phenol,CCCc1ccccc1O
4-(2-Methyl-2-propyl)phenol,4-(2-Methyl-2-propyl)phenol,CC(C)(C)c1ccc(O)cc1
"2,3-Dimethylphenol (vic-o-Xylenol)",vic-o-Xylenol,Cc1cccc(O)c1C
"2,4-Dimethylphenol (as-m-Xylenol)",as-m-Xylenol,
"2,5-Dimethylphenol (p-Xylenol)",p-Xylenol,Cc1ccc(C)c(O)c1
"2,6-Dimethylphenol (vic-m-Xylenol)",vic-m-Xylenol,Cc1cccc(C)c1O
"3,4-Dimethylphenol (as-o-Xylenol)",as-o-Xylenol,
"3,5-Dimethylphenol (sym-m-Xylenol)",sym-m-Xylenol,Cc1cc(C)cc(O)c1
"2,3,5-Trimethylphenol","2,3,5-Trimethylphenol",Cc1cc(C)c(C)c(O)c1
"2,4,5-Trimethylphenol","2,4,5-Trimethylphenol",Cc1cc(C)c(O)cc1C
"2,4,6-Trimethylphenol","2,4,6-Trimethylphenol",Cc1cc(C)c(O)c(C)c1
"3,4,5-Trimethylphenol","3,4,5-Trimethylphenol",Cc1cc(O)cc(C)c1C
2-Allylphenol,2-Allylphenol,Oc1ccccc1CC=C
4-Allylphenol (Chavicol),Chavicol,Oc1ccc(CC=C)cc1
trans-4-(1-Propenyl)phenol (Anol),Anol,OC1CCCCC1
2-Fluorophenol,2-Fluorophenol,Oc1ccccc1F
3-Fluorophenol,3-Fluorophenol,Oc1cccc(F)c1
4-Fluorophenol,4-Fluorophenol,Oc1ccc(F)cc1
3-Trifluoromethylphenol,3-Trifluoromethylphenol,Oc1cccc(c1)C(F)(F)F
4-Trifluoromethylphenol,4-Trifluoromethylphenol,Oc1ccc(cc1)C(F)(F)F
2-Chlorophenol,2-Chlorophenol,Oc1ccccc1Cl
3-Chlorophenol,3-Chlorophenol,Oc1cccc(Cl)c1
4-Chlorophenol,4-Chlorophenol,Oc1ccc(Cl)cc1
3-Chloro-2-methylphenol,3-Chloro-2-methylphenol,Cc1c(O)cccc1Cl
4-Chloro-3-methylphenol,4-Chloro-3-methylphenol,Cc1cc(O)ccc1Cl
"2,3-Dichlorophenol","2,3-Dichlorophenol",Oc1cccc(Cl)c1Cl
"2,4-Dichlorophenol","2,4-Dichlorophenol",Oc1ccc(Cl)cc1Cl
"2,5-Dichlorophenol","2,5-Dichlorophenol",Oc1cc(Cl)ccc1Cl
"2,6-Dichlorophenol","2,6-Dichlorophenol",Oc1c(Cl)cccc1Cl
"3,4-Dichlorophenol","3,4-Dichlorophenol",Oc1ccc(Cl)c(Cl)c1
"3,5-Dichlorophenol","3,5-Dichlorophenol",Oc1cc(Cl)cc(Cl)c1
2-Bromophenol,2-Bromophenol,Oc1ccccc1Br
3-Bromophenol,3-Bromophenol,Oc1cccc(Br)c1
4-Bromophenol,4-Bromophenol,Oc1ccc(Br)cc1
"3,5-Dibromophenol","3,5-Dibromophenol",Oc1cc(Br)cc(Br)c1
2-Iodophenol,2-Iodophenol,Oc1ccccc1I
3-Iodophenol,3-Iodophenol,Oc1cccc(I)c1
4-Iodophenol,4-Iodophenol,Oc1ccc(I)cc1
"3,5-Diiodophenol","3,5-Diiodophenol",Oc1cc(I)cc(I)c1
2-Nitrophenol,2-Nitrophenol,Oc1ccccc1[N+]([O-])=O
3-Nitrophenol,3-Nitrophenol,Oc1cccc(c1)[N+]([O-])=O
4-Nitrophenol,4-Nitrophenol,Oc1ccc(cc1)[N+]([O-])=O
3-Methyl-4-nitrophenol,3-Methyl-4-nitrophenol,Cc1cc(O)ccc1[N+]([O-])=O
"2,6-Dimethyl-4-nitrophenol","2,6-Dimethyl-4-nitrophenol",Cc1cc(cc(C)c1O)[N+]([O-])=O
"3,5-Dimethyl-4-nitrophenol","3,5-Dimethyl-4-nitrophenol",Cc1cc(O)cc(C)c1[N+]([O-])=O
"2,4-Dinitrophenol","2,4-Dinitrophenol",Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O
"2,5-Dinitrophenol","2,5-Dinitrophenol",Oc1cc(ccc1[N+]([O-])=O)[N+]([O-])=O
"2,6-Dinitrophenol","2,6-Dinitrophenol",Oc1c(cccc1[N+]([O-])=O)[N+]([O-])=O
"3,4-Dinitrophenol","3,4-Dinitrophenol",Oc1ccc(c(c1)[N+]([O-])=O)[N+]([O-])=O
"3,5-Dinitrophenol","3,5-Dinitrophenol",Oc1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O
"4-Chloro-2,6-dinitrophenol","4-Chloro-2,6-dinitrophenol",Oc1c(cc(Cl)cc1[N+]([O-])=O)[N+]([O-])=O
"2,4,6-Trinitrophenol (Picric acid)",Picric acid,Oc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O
4-Nitrosophenol,4-Nitrosophenol,Oc1ccc(cc1)N=O
2-Cyanophenol,2-Cyanophenol,Oc1ccccc1C#N
3-Cyanophenol,3-Cyanophenol,Oc1cccc(c1)C#N
4-Cyanophenol,4-Cyanophenol,Oc1ccc(cc1)C#N
4-Hydroxybenzenesulfonic acid (4-Sulfophenol),4-Sulfophenol,Oc1ccc(cc1)[S](O)(=O)=O
2-Hydroxybenzenephosphonic acid (2-Phosphonophenol),2-Phosphonophenol,Oc1ccccc1[P](O)(O)=O
2-Hydroxybenzenearsonic acid (2-Arsonophenol),2-Arsonophenol,Oc1ccccc1[As](O)(O)=O
2-Hydroxy-5-(phenylazo)benzenearsonic acid (3-Arsono-4-hydroxyazobenzene),3-Arsono-4-hydroxyazobenzene,Oc1ccc(cc1[As](O)(O)=O)N=Nc2ccccc2
3-Hydroxyphenylacetic acid,3-Hydroxyphenylacetic acid,OC(=O)Cc1cccc(O)c1
4-Hydroxyphenylacetic acid,4-Hydroxyphenylacetic acid,OC(=O)Cc1ccc(O)cc1
3-(3-Hydroxyphenyl)propanoic acid,3-(3-Hydroxyphenyl)propanoic acid,OC(=O)CCc1cccc(O)c1
3-(4-Hydroxyphenyl)propanoic acid,3-(4-Hydroxyphenyl)propanoic acid,OC(=O)CCc1ccc(O)cc1
4-Hydroxy-3-methoxyphenylacetic acid,4-Hydroxy-3-methoxyphenylacetic acid,COc1cc(CC(O)=O)ccc1O
3-(4-Hydroxy-3-methoxyphenyl)propanoic acid,3-(4-Hydroxy-3-methoxyphenyl)propanoic acid,COc1cc(CCC(O)=O)ccc1O
N-Formyl-L-tyrosine,N-Formyl-L-tyrosine,OC(=O)[C@H](Cc1ccc(O)cc1)NC=O
N-Acetyl-DL-tyrosine,N-Acetyl-DL-tyrosine,CC(=O)NC(Cc1ccc(O)cc1)C(O)=O
L-Pyroglutamyl-L-tyrosine,L-Pyroglutamyl-L-tyrosine,OC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H]2CCC(=O)N2
2-Acetylphenol (2-Hydroxyacetophenone),2-Hydroxyacetophenone,OCC(=O)c1ccccc1
3-Acetylphenol (3-Hydroxyacetophenone),3-Hydroxyacetophenone,
4-Acetylphenol (4-Hydroxyacetophenone),4-Hydroxyacetophenone,CC(=O)c1ccc(O)cc1
4-Thiocarbamylphenol,4-Thiocarbamylphenol,NC(=S)c1ccc(O)cc1
N-Acetyl-DL-tyrosine ethyl ester,N-Acetyl-DL-tyrosine ethyl ester,CCOC(=O)C(Cc1ccc(O)cc1)NC(C)=O
L-Pyroglutamyl-L-tyrosyl-L-proline amide,L-Pyroglutamyl-L-tyrosyl-L-proline amide,NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H]3CCC(=O)N3
2-Methoxyphenol,2-Methoxyphenol,COc1ccccc1O
2-Methoxy-2-nitrosophenol,2-Methoxy-2-nitrosophenol,COC1(C=CC=CC1O)N=O
3-Methoxyphenol,3-Methoxyphenol,COc1cccc(O)c1
4-Methoxyphenol,4-Methoxyphenol,COc1ccc(O)cc1
3-Ethoxyphenol,3-Ethoxyphenol,CCOc1cccc(O)c1
"3,5-Diethoxyphenol","3,5-Diethoxyphenol",CCOc1cc(O)cc(OCC)c1
"4-Nitro-2,6-(cyclo-2,5,8,11-tetraoxadodecane)phenol","4-Nitro-2,6-(cyclo-2,5,8,11-tetraoxadodecane)phenol",
"4-Nitro-2,6-(cyclo-2,5,8,11,14-pentaoxapentadecane)phenol","4-Nitro-2,6-(cyclo-2,5,8,11,14-pentaoxapentadecane)phenol",
2-Nitroso-5-(N-propyl-3-sulfopropylamino)phenol,2-Nitroso-5-(N-propyl-3-sulfopropylamino)phenol,CCCN(CCC[S](O)(=O)=O)c1ccc(N=O)c(O)c1
3-Hydroxyphenyltrimethylammonium (chloride),chloride,[Cl-]
4-Hydroxyphenyltrimethylammonium (chloride),chloride,[Cl-]
"N,N'-Bis(2-hydroxybenzyl)ethylenedinitrilodiacetic acid diamide (HBED diamide) (HBEDDA)",HBEDDA,
2-Hydroxybenzoic acid (Salicylic acid),Salicylic acid,OC(=O)c1ccccc1O
3-Hydroxybenzoic acid,3-Hydroxybenzoic acid,OC(=O)c1cccc(O)c1
4-Hydroxybenzoic acid,4-Hydroxybenzoic acid,OC(=O)c1ccc(O)cc1
2-Hydroxy-3-methylbenzoic acid (3-Methylsalicylic acid)(o-Cresotic acid),o-Cresotic acid,Cc1cccc(C(O)=O)c1O
2-Hydroxy-4-methylbenzoic acid (4-Methylsalicylic acid)(m-Cresotic acid),m-Cresotic acid,Cc1ccc(C(O)=O)c(O)c1
2-Hydroxy-5-methylbenzoic acid (5-Methylsalicylic acid)(p-Cresotic acid),p-Cresotic acid,Cc1ccc(O)c(c1)C(O)=O
